Club,Name,Club_Position,Club_Joining,Contract_Expiry,Nationality,National_Position,Rating,Height,Weight,Preferred_Foot,Birth_Date,Age,Preferred_Position,Weak_foot
Al Ittihad,Ziyad Al Sahafi,Res,7/1/2015,2018.0,Saudi Arabia,,64,184 cm,73 kg,Right,2/3/1994,23,CB/CDM,2
Al Khaleej,Abbas Al Shanqiti,Res,5/25/2015,2017.0,Saudi Arabia,,64,179 cm,70 kg,Left,12/27/1988,28,LB,2
Al Khaleej,Abdulelah Al Bukhari,LB,7/1/2015,2020.0,Saudi Arabia,,57,177 cm,70 kg,Left,7/18/1994,22,LB/LM,2
Al Khaleej,Abdullah Al Mohammed,Sub,9/26/2016,2020.0,Saudi Arabia,,54,176 cm,71 kg,Right,3/12/1992,25,CDM,3
Al Khaleej,Abdullah Al Salem,LS,6/4/2014,2022.0,Saudi Arabia,,64,183 cm,75 kg,Right,12/19/1992,24,ST/CAM,3
Al Khaleej,Ala Mohsen Al Hajji,Sub,7/1/2015,2020.0,Saudi Arabia,,55,178 cm,65 kg,Right,12/3/1995,21,CAM,2
Al Khaleej,Ala'a Al Rishani,Sub,7/11/2015,2017.0,Saudi Arabia,,62,184 cm,75 kg,Right,10/30/1987,29,CDM/CM,3
Al Khaleej,Ali Ahmed Hazazi,Res,9/17/2015,2020.0,Saudi Arabia,,53,178 cm,60 kg,Right,1/15/1994,23,ST,2
Al Khaleej,Ali Al Ahsai,Sub,7/1/2007,2023.0,Saudi Arabia,,56,179 cm,68 kg,Right,6/28/1988,28,GK,3
Al Khaleej,Ali Lajami,Sub,1/1/2015,2023.0,Saudi Arabia,,56,178 cm,75 kg,Right,4/24/1996,20,RB/CB,3
Al Khaleej,Ali Taher Al Shula,Sub,1/7/2017,2023.0,Saudi Arabia,,63,181 cm,79 kg,Right,10/29/1988,28,LM/CAM,3
Al Khaleej,Boubacar Fofana,RCM,7/1/2016,2022.0,Guinea,,71,189 cm,86 kg,Right,11/6/1989,27,CDM/CM,3
Al Khaleej,Faisal Ahmed Al Kharaa,RB,7/23/2015,2020.0,Saudi Arabia,,63,179 cm,67 kg,Right,12/3/1993,23,RB/CB,2
Al Khaleej,François,RCB,8/25/2016,2017.0,Senegal,,67,194 cm,80 kg,Right,11/30/1989,27,CB,2
Al Khaleej,Hadi Al Abbas,Res,11/1/2012,2017.0,Saudi Arabia,,58,176 cm,70 kg,Right,11/29/1985,31,CDM/CM,2
Al Khaleej,Husam Al Jadani,LCB,6/25/2014,2017.0,Saudi Arabia,,61,186 cm,75 kg,Right,12/8/1989,27,CB,3
Al Khaleej,Hussain Al Shaikh,LCM,7/1/2012,2023.0,Saudi Arabia,,56,175 cm,73 kg,Right,7/28/1990,26,CDM/CAM,3
Al Khaleej,Ibrahim Al Ibrahim,Sub,7/18/2016,2018.0,Saudi Arabia,,54,179 cm,70 kg,Right,7/3/1992,24,CDM/CM,2
Al Khaleej,Ismael Diakite,Res,1/29/2017,2017.0,Mauritania,,59,174 cm,61 kg,Right,12/13/1991,25,RW/ST,3
Al Khaleej,Jandson,RS,7/17/2016,2017.0,Brazil,,68,190 cm,88 kg,Right,9/16/1986,30,ST,3
Al Khaleej,Mohammed Al Mutawa,Sub,7/1/2014,2023.0,Saudi Arabia,,54,177 cm,68 kg,Right,10/6/1994,22,CM/CF,3
Al Khaleej,Mohammed Al Taweel,Sub,8/20/2014,2022.0,Saudi Arabia,,56,180 cm,70 kg,Right,2/9/1991,26,GK,1
Al Khaleej,Muslim Al Furayj,GK,7/1/2008,2023.0,Saudi Arabia,,64,185 cm,75 kg,Right,4/8/1988,28,GK,3
Al Khaleej,Mustafa Al Mousawi,LM,6/1/2013,2020.0,Saudi Arabia,,52,176 cm,70 kg,Right,2/1/1995,22,ST/LM,3
Al Khaleej,Qasem Lajami,Sub,1/1/2015,2023.0,Saudi Arabia,,55,178 cm,75 kg,Left,4/24/1996,20,CB,3
Al Khaleej,Rashed Al Raheeb,Res,6/25/2016,2017.0,Saudi Arabia,,64,178 cm,70 kg,Right,2/3/1984,33,RB,4
Al Khaleej,Salman Ahmed Hazazi,Sub,1/16/2017,2017.0,Saudi Arabia,,59,175 cm,70 kg,Right,1/1/1992,25,RB,3
Al Khaleej,Shafi Al Dossari,Res,8/1/2015,2018.0,Saudi Arabia,,64,169 cm,66 kg,Left,2/1/1990,27,LB,3
Al Khaleej,Talal Majrashi,RM,7/1/2012,2023.0,Saudi Arabia,,62,176 cm,60 kg,Right,9/10/1990,26,RM,4
Al Khaleej,Youness Elewi Al Enezi,Sub,8/18/2016,2018.0,Saudi Arabia,,63,168 cm,68 kg,Right,1/13/1990,27,ST,3
Al Khaleej,Zakaria Al Sudani,Res,7/12/2016,2018.0,Saudi Arabia,,58,186 cm,76 kg,Right,7/27/1992,24,CM/CDM,3
Al Nassr,Abdulaziz Al Jebreen,Sub,5/6/2014,2019.0,Saudi Arabia,,69,176 cm,73 kg,Right,4/19/1990,26,CDM/CM,3
Al Nassr,Abdulelah Al Nassar,Res,7/1/2016,2022.0,Saudi Arabia,,56,172 cm,62 kg,Right,7/6/1991,25,LM/LW,3
Al Nassr,Abdullah Al Enazi,Res,7/1/2007,2022.0,Saudi Arabia,,67,183 cm,82 kg,Left,9/20/1990,26,GK,3
Al Nassr,Abdullah Hamdan Al Shammari,Sub,7/1/2011,2022.0,Saudi Arabia,,52,186 cm,79 kg,Right,11/24/1991,25,GK,3
Al Nassr,Abdullah Madu,Sub,7/1/2013,2022.0,Saudi Arabia,,60,185 cm,77 kg,Left,7/15/1993,23,CB,3
Al Nassr,Abdulrahman Al Dawsari,Res,1/11/2016,2021.0,Saudi Arabia,,54,172 cm,64 kg,Right,9/25/1997,19,CDM,3
Al Nassr,Ahmed Ali Wailbi,LB,6/22/2015,2020.0,Saudi Arabia,,65,179 cm,70 kg,Left,9/16/1990,26,LB,4
Al Nassr,Ahmed Mohammed Al Fraidi,CAM,5/3/2014,2018.0,Saudi Arabia,,68,175 cm,74 kg,Right,1/29/1988,29,CAM/CM,4
Al Nassr,Ali Nasser Al Khaibari,Sub,5/5/2014,2018.0,Saudi Arabia,,65,180 cm,77 kg,Left,7/9/1989,27,CB,3
Al Nassr,Bruno Uvini,LCB,8/8/2016,2019.0,Brazil,,72,186 cm,83 kg,Left,6/3/1991,25,CB,2
Al Nassr,Essam Ahmed Al Joufi,Res,7/1/2014,2020.0,Saudi Arabia,,51,173 cm,61 kg,Right,4/29/1995,21,CDM,3
Al Nassr,Hassan Ali Al Raheb,Sub,1/1/2013,2019.0,Saudi Arabia,,67,168 cm,64 kg,Right,8/21/1983,33,ST,3
Al Nassr,Hussain Abdoh Shaian,GK,7/15/2014,2018.0,Saudi Arabia,,65,185 cm,76 kg,Right,5/23/1989,27,GK,2
Al Nassr,Hussain Omar Sulaimani,Sub,7/2/2009,2018.0,Saudi Arabia,,70,173 cm,69 kg,Left,1/21/1977,40,LB,3
Al Nassr,Ibrahim Ghaleb,Sub,7/1/2008,2022.0,Saudi Arabia,,71,174 cm,64 kg,Right,9/28/1990,26,CDM/CM,4
Al Nassr,Ivan Tomečak,RM,7/15/2016,2020.0,Croatia,,66,173 cm,71 kg,Right,12/7/1989,27,RM/LB,3
Al Nassr,Khaled Al Ghamdi,RB,8/19/2011,2022.0,Saudi Arabia,,67,167 cm,62 kg,Right,3/28/1988,29,RB,3
Al Nassr,Marin Tomasov,LM,1/23/2015,2017.0,Croatia,,67,182 cm,74 kg,Left,8/31/1987,29,LM/CAM,3
Al Nassr,Mohammed Al Sahlawi,ST,6/27/2009,2022.0,Saudi Arabia,,73,180 cm,72 kg,Right,1/10/1987,30,ST,3
Al Nassr,Mohammed Eid Al Bishi,Sub,1/22/2010,2022.0,Saudi Arabia,,66,182 cm,81 kg,Right,5/3/1987,29,CB,3
Al Nassr,Muteb Al Mutlaq,Sub,1/27/2016,2020.0,Saudi Arabia,,52,175 cm,68 kg,Right,12/10/1997,19,RB,3
Al Nassr,Naif Ahmed Hazazi,Sub,1/22/2016,2021.0,Saudi Arabia,,70,182 cm,71 kg,Right,7/27/1988,28,ST,3
Al Nassr,Omar Ibrahim Othman,RCB,1/22/2016,2022.0,Saudi Arabia,,71,181 cm,72 kg,Right,9/27/1985,31,CB,3
Al Nassr,Sami Al Najai,Res,1/1/2016,2021.0,Saudi Arabia,,58,176 cm,59 kg,Right,2/7/1997,20,CAM/CDM,2
Al Nassr,Shaya Ali Sharahili,RDM,7/1/2009,2018.0,Saudi Arabia,,69,176 cm,65 kg,Right,5/30/1990,26,CDM/RM/RB,3
Al Nassr,Victor Ayala,LDM,7/21/2016,2018.0,Paraguay,,73,177 cm,70 kg,Right,1/1/1988,29,CM/RB,3
Al Nassr,Waleed Abdullah,Res,2/2/2017,2021.0,Saudi Arabia,,63,191 cm,86 kg,Right,4/19/1986,30,GK,2
Al Nassr,Waleed Al Enazi,Sub,7/22/2014,2020.0,Saudi Arabia,,52,190 cm,69 kg,Right,7/6/1996,20,GK,3
Al Nassr,Yahia Sulaiman Al Shehri,Sub,6/1/2013,2018.0,Saudi Arabia,,69,164 cm,60 kg,Left,6/26/1990,26,CAM/LM,3
Al Qadisiyah,Abdulaziz Al Shehry,Res,6/2/2014,2019.0,Saudi Arabia,,53,184 cm,75 kg,Right,7/27/1995,21,GK,2
Al Qadisiyah,Abdulelah Saleh Al Amer,Sub,7/2/2015,2017.0,Saudi Arabia,,60,180 cm,69 kg,Right,2/27/1990,27,CB,2
Al Qadisiyah,Abdulmohsen Fallatah,LCB,1/15/2016,2020.0,Saudi Arabia,,62,184 cm,68 kg,Right,6/14/1994,22,CB,3
Al Qadisiyah,Abdulrahman Al Khaibary,Res,1/30/2017,2017.0,Saudi Arabia,,66,173 cm,64 kg,Right,2/3/1988,29,CDM/CM,3
Al Qadisiyah,Abdulrahman Al Obaid,LB,7/1/2013,2020.0,Saudi Arabia,,66,171 cm,65 kg,Left,4/30/1993,23,LB,3
Al Qadisiyah,Ahmed Al Nazera,Sub,5/25/2015,2019.0,Saudi Arabia,,66,172 cm,66 kg,Right,2/9/1993,24,CAM/RM/LM,3
Al Qadisiyah,Ahmed Mohammed Krenshi,LDM,6/20/2016,2018.0,Saudi Arabia,,60,172 cm,72 kg,Left,8/19/1988,28,CM/LM,3
Al Qadisiyah,Ali Abdullah Hazazi,Res,7/1/2013,2020.0,Saudi Arabia,,58,183 cm,63 kg,Left,2/18/1994,23,CM/CAM,3
Al Qadisiyah,Aqeel Nasser Zaila,Res,8/20/2015,2018.0,Saudi Arabia,,55,180 cm,81 kg,Right,11/5/1994,22,ST,3
Al Qadisiyah,Bismark,LM,7/6/2016,2017.0,Brazil,,68,170 cm,78 kg,Right,7/12/1993,23,LM/CF,4
Al Qadisiyah,Fahad Ayed Al Johani,Sub,6/28/2016,2021.0,Saudi Arabia,,61,176 cm,67 kg,Right,10/26/1991,25,RM/ST,3
Al Qadisiyah,Faisal Al Masrahi,GK,7/1/2013,2023.0,Saudi Arabia,,63,181 cm,93 kg,Left,1/24/1993,24,GK,3
Al Qadisiyah,Fawaz Mohammed Fallatah,Sub,1/29/2017,2019.0,Saudi Arabia,,63,180 cm,78 kg,Right,11/16/1989,27,CB,3
Al Qadisiyah,Gosay Saad Al Shelali,Res,1/1/2012,2023.0,Saudi Arabia,,60,180 cm,80 kg,Right,2/14/1994,23,CDM/CM,3
Al Qadisiyah,Hassan Mohammed Al Amiri,Sub,7/1/2012,2020.0,Saudi Arabia,,63,168 cm,54 kg,Right,4/21/1994,22,RM/LM,3
Al Qadisiyah,Hassen Essa Jaaferi,Sub,7/1/2011,2023.0,Saudi Arabia,,59,178 cm,68 kg,Left,7/27/1991,25,CDM/RM,3
Al Qadisiyah,Ibrahim Fahad Al Shuayl,Sub,12/26/2015,2020.0,Saudi Arabia,,52,169 cm,70 kg,Left,11/21/1994,22,LB,3
Al Qadisiyah,Jhon Cley,Sub,9/7/2015,2019.0,Brazil,,68,180 cm,78 kg,Right,3/9/1994,23,CAM/RM/LM,3
Al Qadisiyah,Mazen Ali Abu Shararah,Sub,7/1/2014,2018.0,Saudi Arabia,,61,175 cm,72 kg,Right,2/27/1991,26,ST,3
Al Qadisiyah,Mesfer Abdulah Al Najrani,Res,12/26/2015,2020.0,Saudi Arabia,,53,167 cm,52 kg,Right,5/13/1994,22,CM,3
Al Qadisiyah,Mohammed Abdu Khubrani,RCB,7/1/2014,2023.0,Saudi Arabia,,61,180 cm,68 kg,Right,10/14/1993,23,CB,3
Al Qadisiyah,Mohammed Hassan Asiri,Sub,7/1/2015,2020.0,Saudi Arabia,,56,178 cm,80 kg,Right,10/18/1992,24,GK,3
Al Qadisiyah,Muteb Salem Al Najrani,Sub,9/3/2015,2022.0,Saudi Arabia,,62,174 cm,70 kg,Right,2/23/1991,26,ST/CAM,3
Al Qadisiyah,Naif Abdullah Hazzazi,RDM,7/1/2012,2018.0,Saudi Arabia,,63,175 cm,70 kg,Right,9/30/1992,24,CDM/CM,3
Al Qadisiyah,Nawaf Humaidan Al Subhi,Sub,1/27/2016,2021.0,Saudi Arabia,,63,181 cm,76 kg,Left,3/12/1990,27,CB,3
Al Qadisiyah,Patrick Eze,ST,7/7/2016,2023.0,Nigeria,,68,186 cm,78 kg,Right,12/22/1992,24,ST,3
Al Qadisiyah,Saad Mousa Al Saleh,Res,7/1/2016,2017.0,Saudi Arabia,,54,177 cm,69 kg,Right,5/19/1992,24,GK,2
Al Qadisiyah,Wesam Waheeb Mudhaya,CAM,1/18/2016,2020.0,Saudi Arabia,,62,161 cm,56 kg,Right,4/1/1992,24,RM/CAM,4
Al Qadisiyah,Yaseen Omar Barnawi,RB,9/18/2015,2020.0,Saudi Arabia,,65,177 cm,72 kg,Right,10/1/1993,23,RB,3
Al Qadisiyah,Élton,RM,1/4/2017,2018.0,Brazil,,74,159 cm,59 kg,Left,4/7/1986,30,CAM/ST,3
Al Raed,Abdulaziz Al Qasir,Sub,11/19/2015,2018.0,Saudi Arabia,,52,180 cm,70 kg,Left,5/5/1993,23,ST/LM,3
Al Raed,Abdulkarim Al Qahtani,RM,1/1/2016,2020.0,Saudi Arabia,,59,171 cm,65 kg,Right,2/9/1993,24,RM,3
Al Raed,Abdullah Al Zahrani,Res,7/13/2016,2018.0,Saudi Arabia,,54,186 cm,80 kg,Right,9/18/1993,23,GK,2
Al Raed,Abdulrahim Jezawi,Sub,7/25/2016,2017.0,Saudi Arabia,,63,170 cm,68 kg,Left,5/14/1989,27,LM,3
Al Raed,Abdulrahman Al Shammari,Res,5/22/2015,2023.0,Saudi Arabia,,65,172 cm,60 kg,Right,2/22/1989,28,RB,3
Al Raed,Adriano Alves,LCB,7/4/2016,2018.0,Brazil,,67,185 cm,75 kg,Right,5/1/1985,31,CB,3
Al Raed,Ahmad Al Hbeab,Sub,7/29/2015,2017.0,Saudi Arabia,,60,186 cm,84 kg,Right,6/2/1993,23,CB,2
Al Raed,Ayman Ftinei,CAM,1/1/2013,2022.0,Saudi Arabia,,62,175 cm,72 kg,Right,12/27/1994,22,CDM/CM,4
Al Raed,Bader Mansour Al Seliteen,Sub,1/31/2017,2020.0,Saudi Arabia,,62,177 cm,68 kg,Right,7/16/1990,26,CM/RM,3
Al Raed,Daniel Amora,RDM,7/24/2016,2018.0,Brazil,,66,187 cm,78 kg,Right,10/20/1987,29,CM/CDM,2
Al Raed,Faress Al Aiyaf,Sub,7/1/2014,2018.0,Saudi Arabia,,63,168 cm,65 kg,Left,3/1/1992,25,CM/CDM,4
Al Raed,Faris Al Harbi,Res,1/1/2013,2020.0,Saudi Arabia,,53,177 cm,72 kg,Right,12/19/1995,21,ST,3
Al Raed,Hassan Dhaifallah,Res,7/1/2011,2020.0,Saudi Arabia,,54,173 cm,67 kg,Right,4/3/1994,22,CM,3
Al Raed,Hussain Al Shuwaysh,Sub,7/13/2015,2017.0,Saudi Arabia,,61,184 cm,77 kg,Left,11/7/1988,28,CB/LB,3
Al Raed,Ismaël Bangoura,ST,1/19/2016,2020.0,Guinea,,69,174 cm,75 kg,Right,1/2/1985,32,ST/CAM,3
Al Raed,Jufain Al Bishi,RCB,1/12/2014,2017.0,Saudi Arabia,,65,179 cm,74 kg,Right,5/1/1987,29,CB/RB,2
Al Raed,Khaled Sharahili,GK,6/27/2005,2022.0,Saudi Arabia,,68,188 cm,87 kg,Left,2/3/1988,29,GK,3
Al Raed,Khalid Al Muqaytib,Res,1/1/2015,2017.0,Saudi Arabia,,53,179 cm,85 kg,Right,2/3/1992,25,GK,2
Al Raed,Mohammad Al Qarni,Sub,7/13/2016,2018.0,Saudi Arabia,,53,168 cm,68 kg,Left,4/4/1994,22,LB,3
Al Raed,Mohammed Al Amri,LB,7/5/2016,2018.0,Saudi Arabia,,62,175 cm,67 kg,Left,11/26/1991,25,LB/RM,3
Al Raed,Murad Al Rashdi,Sub,7/11/2016,2018.0,Saudi Arabia,,60,172 cm,74 kg,Right,3/11/1991,26,CDM/CAM,3
Al Raed,Muteb Sharahili,Sub,7/1/2014,2023.0,Saudi Arabia,,60,195 cm,92 kg,Right,2/19/1992,25,GK,3
Al Raed,Rayan Al Mousa,Res,1/3/2014,2020.0,Saudi Arabia,,55,179 cm,67 kg,Right,7/24/1994,22,CM,3
Al Raed,Saleh Al Amrani,Res,1/5/2016,2020.0,Saudi Arabia,,50,175 cm,74 kg,Right,3/16/1994,23,RB,3
Al Raed,Saleh Al Shehri,Sub,8/18/2015,2017.0,Saudi Arabia,,62,182 cm,73 kg,Right,11/1/1993,23,ST,2
Al Raed,Samer Salem,Sub,12/8/2016,2023.0,Saudi Arabia,,59,176 cm,68 kg,Left,11/2/1992,24,ST/LM,3
Al Raed,Sultan Al Sharif,LDM,7/13/2015,2023.0,Saudi Arabia,,62,174 cm,74 kg,Right,12/26/1991,25,CDM/CM,3
Al Raed,Sultan Al Yami,RB,6/23/2015,2017.0,Saudi Arabia,,61,174 cm,70 kg,Right,8/1/1987,29,RB/LB,4
Al Raed,Sultan Ali Al Sawadi,LM,7/25/2016,2020.0,Saudi Arabia,,66,168 cm,60 kg,Right,12/14/1992,24,LM/RM,4
Al Raed,Wander,Sub,1/30/2017,2017.0,Brazil,,67,180 cm,70 kg,Left,5/30/1987,29,CAM/CM,2
Al Shabab,Abdulaziz Al Bishi,Sub,9/11/2013,2018.0,Saudi Arabia,,64,169 cm,69 kg,Left,3/11/1994,23,LM,2
Al Shabab,Abdullah Ahmed Al Asta,LB,7/1/2005,2017.0,Saudi Arabia,,65,174 cm,63 kg,Left,8/24/1986,30,LB,3
Al Shabab,Abdullah Al Fahad,RCB,7/1/2013,2018.0,Saudi Arabia,,59,177 cm,69 kg,Right,6/15/1994,22,CB,3
Al Shabab,Abdullah Ali Al Megbas,Sub,7/1/2014,2020.0,Saudi Arabia,,58,170 cm,57 kg,Right,1/13/1996,21,ST,3
Al Shabab,Abdullah Nasser Al Subaie,Sub,6/1/2015,2020.0,Saudi Arabia,,53,175 cm,67 kg,Right,12/19/1993,23,CDM,3
Al Shabab,Abdulmajeed Al Sulayhim,LDM,6/8/2012,2020.0,Saudi Arabia,,63,169 cm,63 kg,Right,5/15/1994,22,CDM/CAM,4
Al Shabab,Abdulmalek Al Shammary,Sub,7/1/2014,2020.0,Saudi Arabia,,58,177 cm,63 kg,Left,8/15/1995,21,LM,2
Al Shabab,Abdulrahman Bin Khayrallah,Sub,4/28/2014,2018.0,Saudi Arabia,,63,180 cm,62 kg,Right,2/23/1996,21,RM,3
Al Shabab,Abdulwahab Jafar,RM,7/1/2015,2020.0,Saudi Arabia,,59,165 cm,60 kg,Right,9/15/1993,23,RM,3
Al Shabab,Ahmed Ibrahim Ateef,Res,1/22/2016,2020.0,Saudi Arabia,,66,167 cm,66 kg,Right,4/14/1983,33,CDM/RM,4
Al Shabab,Djamel Eddine Benlamri,LCB,7/1/2016,2018.0,Algeria,,69,185 cm,83 kg,Right,12/25/1989,27,CB/CDM,2
Al Shabab,Fahad Ghazi,Sub,1/31/2017,2020.0,Saudi Arabia,,56,181 cm,70 kg,Left,3/1/1994,23,LB,3
Al Shabab,Hamad Suliman Al Jayzani,Sub,7/1/2016,2023.0,Saudi Arabia,,61,173 cm,72 kg,Right,3/4/1993,24,RB,2
Al Shabab,Hassan Mohammed Raghfawi,Res,7/1/2012,2020.0,Saudi Arabia,,57,177 cm,63 kg,Left,9/15/1995,21,LB,2
Al Shabab,Hassan Muath Fallatah,RB,6/30/2004,2017.0,Saudi Arabia,,71,178 cm,66 kg,Right,1/27/1986,31,RB,2
Al Shabab,Hattan Bahebri,CAM,9/1/2016,2019.0,Saudi Arabia,,66,170 cm,63 kg,Left,7/16/1992,24,LM/RM,4
Al Shabab,Ismail Mohammed Al Maghrabi,LM,7/4/2015,2018.0,Saudi Arabia,,64,176 cm,70 kg,Right,7/17/1991,25,ST/LM,3
Al Shabab,Khaled Al Kaabi,Res,1/31/2017,2023.0,Saudi Arabia,,63,173 cm,62 kg,Right,5/24/1992,24,RM/CM,3
Al Shabab,Mansour Jawhar,GK,7/1/2015,2023.0,Saudi Arabia,,56,178 cm,64 kg,Right,3/19/1995,22,GK,3
Al Shabab,Meshari Al Thmali,Sub,5/21/2015,2020.0,Saudi Arabia,,64,180 cm,70 kg,Right,2/10/1992,25,CAM/CM,3
Al Shabab,Mohamed Benyettou,ST,1/5/2016,2020.0,Algeria,,65,186 cm,86 kg,Right,11/1/1989,27,ST,3
Al Shabab,Mohammed Ahmed Awaji,Sub,1/9/2014,2017.0,Saudi Arabia,,52,185 cm,78 kg,Right,10/22/1994,22,GK,2
Al Shabab,Mohammed Al Qarni,Res,1/31/2017,2022.0,Saudi Arabia,,63,174 cm,69 kg,Right,11/24/1989,27,CDM,3
Al Shabab,Mohammed Khalil Al Owais,Res,7/1/2012,2017.0,Saudi Arabia,,73,185 cm,77 kg,Left,10/10/1991,25,GK,3
Al Shabab,Nasser Al Awidan,Sub,11/19/2015,2020.0,Saudi Arabia,,53,175 cm,68 kg,Left,4/21/1996,20,ST/LW,3
Al Shabab,Saif Al Hashan,Res,8/8/2015,2017.0,Kuwait,,71,176 cm,69 kg,Left,1/29/1990,27,CAM,3
Al Shabab,Saleh Saad Al Qumayzi,Sub,7/1/2011,2019.0,Saudi Arabia,,65,180 cm,65 kg,Right,10/30/1991,25,RB,3
Al Shabab,Sanad Ahmed Shrahilee,Sub,2/3/2016,2017.0,Saudi Arabia,,64,177 cm,69 kg,Left,3/31/1986,30,CB,3
Al Shabab,Saud Kariri,RDM,9/22/2016,2018.0,Saudi Arabia,,67,185 cm,70 kg,Right,7/8/1980,36,CDM/CB,4
Al Shabab,Sultan Al Duayyi,Res,8/15/2016,2018.0,Saudi Arabia,,67,179 cm,83 kg,Right,3/7/1993,24,CB/RB,3
Al Taawoun,Abdulaziz Al Sharid,Sub,9/3/2016,2019.0,Saudi Arabia,,57,163 cm,60 kg,Right,5/1/1994,22,CAM,3
Al Taawoun,Abdullah Haif Al Shammari,Sub,8/1/2013,2023.0,Saudi Arabia,,57,186 cm,64 kg,Left,9/17/1993,23,LB,3
Al Taawoun,Abdullah Kano,Sub,6/20/2015,2023.0,Saudi Arabia,,61,176 cm,66 kg,Left,1/27/1990,27,CB,3
Al Taawoun,Abdulmajeed Al Suwat,Res,1/1/2016,2020.0,Saudi Arabia,,53,168 cm,57 kg,Right,4/21/1995,21,CM,3
Al Taawoun,Abdulrahman Ada,RCM,5/25/2015,2018.0,Saudi Arabia,,58,170 cm,65 kg,Right,9/21/1990,26,CDM/CM,3
Al Taawoun,Ahmed Al Suhail,Sub,7/10/2015,2018.0,Saudi Arabia,,57,177 cm,72 kg,Right,10/31/1988,28,RM,2
Al Taawoun,Ahmed Yousef Zain,RM,5/1/2015,2018.0,Saudi Arabia,,63,177 cm,64 kg,Right,7/2/1991,25,RM/LM,4
Al Taawoun,Alassane N'Diaye,Sub,1/31/2017,2022.0,France,,61,179 cm,67 kg,Right,6/14/1991,25,LM/ST,3
Al Taawoun,Fahad Al Shammari,GK,5/31/2016,2017.0,Saudi Arabia,,61,181 cm,75 kg,Right,5/5/1981,35,GK,3
Al Taawoun,Faiz Al Subaiei,Sub,6/24/2015,2022.0,Saudi Arabia,,64,190 cm,93 kg,Right,10/9/1982,34,GK,2
Al Taawoun,Ibrahim Al Talhi,Sub,7/1/2015,2023.0,Saudi Arabia,,60,164 cm,53 kg,Left,7/11/1994,22,LM/CAM,3
Al Taawoun,Ibrahim Al Zubaidi,LB,7/1/2016,2019.0,Saudi Arabia,,61,172 cm,60 kg,Left,10/4/1989,27,LB,3
Al Taawoun,Jehad Al Hussien,LCM,7/9/2014,2017.0,Syria,,72,168 cm,63 kg,Right,7/30/1982,34,CAM/ST,4
Al Taawoun,Lucian Sânmărtean,CM,1/13/2017,2017.0,Romania,,74,176 cm,70 kg,Right,3/13/1980,37,CM/LW,3
Al Taawoun,Madallah Al Olayan,Res,7/1/2012,2022.0,Saudi Arabia,,55,170 cm,68 kg,Right,10/25/1994,22,CDM,2
Al Taawoun,Mahmood Moaaz Hasah,RB,6/25/2013,2022.0,Saudi Arabia,,63,176 cm,75 kg,Right,10/26/1984,32,RB,3
Al Taawoun,Mohammed Abusabaan,Res,6/21/2016,2022.0,Saudi Arabia,,65,180 cm,75 kg,Right,1/20/1990,27,CDM/CM,3
Al Taawoun,Mohammed Al Saiari,Sub,7/3/2016,2021.0,Saudi Arabia,,61,183 cm,79 kg,Right,5/2/1993,23,ST,3
Al Taawoun,Mounir El Hamdaoui,ST,8/6/2016,2017.0,Morocco,,73,183 cm,84 kg,Right,7/14/1984,32,ST,3
Al Taawoun,Mousa Al Shammari,Sub,5/21/2016,2018.0,Saudi Arabia,,64,175 cm,69 kg,Right,4/28/1986,30,ST,4
Al Taawoun,Naif Mousa Mohammed,LM,6/1/2014,2017.0,Saudi Arabia,,62,166 cm,68 kg,Left,11/21/1986,30,LM/LB,3
Al Taawoun,Ricardo Machado,RCB,7/1/2015,2020.0,Portugal,,67,190 cm,80 kg,Right,9/13/1988,28,CB,3
Al Taawoun,Saeed Al Dosari,Sub,5/31/2016,2019.0,Saudi Arabia,,59,178 cm,60 kg,Right,7/15/1991,25,RB/RM,2
Al Taawoun,Safwan Hawsawi,Res,2/11/2016,2022.0,Saudi Arabia,,55,185 cm,80 kg,Right,4/23/1992,24,CB,2
Al Taawoun,Saqer Otayf,Sub,7/2/2016,2018.0,Saudi Arabia,,58,170 cm,68 kg,Right,9/3/1990,26,ST,3
Al Taawoun,Sari Amro,Sub,7/14/2015,2018.0,Saudi Arabia,,65,178 cm,72 kg,Left,11/15/1989,27,LB/CM,3
Al Taawoun,Sultan Al Ghamdi,Res,1/1/2015,2023.0,Saudi Arabia,,56,185 cm,81 kg,Right,3/20/1992,25,GK,3
Al Taawoun,Talal Al Absi,LCB,7/16/2015,2017.0,Saudi Arabia,,65,176 cm,72 kg,Right,2/22/1993,24,CB,3
Al Taawoun,Yazeed Al Sayyah,Res,7/1/2015,2023.0,Saudi Arabia,,52,184 cm,74 kg,Right,10/21/1995,21,GK,2
Al Wehda,Abdulelah Al Malki,Res,8/22/2015,2020.0,Saudi Arabia,,59,176 cm,69 kg,Right,10/11/1994,22,CDM/CM,3
Al Wehda,Abdullah Al Arraf,GK,7/1/2014,2022.0,Saudi Arabia,,60,184 cm,75 kg,Right,6/3/1995,21,GK,2
Al Wehda,Abdullah Al Sdairy,Res,1/22/2016,2022.0,Saudi Arabia,,62,185 cm,86 kg,Right,2/2/1992,25,GK,3
Al Wehda,Abdullah Al Shamekh,Sub,2/14/2017,2023.0,Saudi Arabia,,63,178 cm,71 kg,Right,5/28/1993,23,LB,3
