Nationality,Name,Club,Birth_Date,Age,National_Position,Club_Position,Preferred_Position,Rating,Height,Weight,Preferred_Foot,Weak_foot
Colombia,Juan José Calero,Pachuca,11/5/1998,18,Sub,Sub,ST,60,185 cm,80 kg,Right,3
Colombia,Juan José Mezú,Jaguares,8/18/1989,27,CAM,CAM,CAM/RM,67,170 cm,70 kg,Right,2
Colombia,Juan José Narváez,Real Betis,2/12/1995,22,Res,Res,ST,60,180 cm,76 kg,Right,3
Colombia,Juan Mahecha,La Equidad,7/22/1987,29,Sub,Sub,CM/RM,67,178 cm,73 kg,Right,3
Colombia,Juan Manuel Ramírez,Águilas Doradas,10/25/1997,19,Res,Res,CDM,53,178 cm,73 kg,Right,2
Colombia,Juan Moreno,Fortaleza FC,2/19/1994,23,LS,LS,ST,63,189 cm,76 kg,Right,3
Colombia,Juan Mosquera,Envigado,10/2/1996,20,Sub,Sub,CDM,61,176 cm,75 kg,Right,3
Colombia,Juan Núñez,Deportivo Pasto,3/25/1986,31,RM,RM,RM/ST,64,184 cm,83 kg,Right,2
Colombia,Juan Ortiz,Águilas Doradas,8/29/1987,29,LDM,LDM,CDM/CM,65,177 cm,74 kg,Right,3
Colombia,Juan Pablo Nieto,Atl. Nacional,2/25/1993,24,Res,Res,CM/CAM,67,177 cm,75 kg,Right,3
Colombia,Juan Pablo Otálvaro,Águilas Doradas,12/11/1997,19,Res,Res,CAM,54,174 cm,68 kg,Right,3
Colombia,Juan Pablo Vacca,La Equidad,3/1/1998,19,Res,Res,CB,55,185 cm,77 kg,Right,3
Colombia,Juan Patiño,Fortaleza FC,7/27/1985,31,Sub,Sub,GK,59,190 cm,80 kg,Right,2
Colombia,Juan Quintero,Deportivo Cali,3/23/1995,22,Sub,Sub,CB,67,184 cm,79 kg,Right,2
Colombia,Juan Rodríguez,Cortuluá,9/24/1992,24,LAM,LAM,CAM/LM,61,180 cm,70 kg,Left,3
Colombia,Juan Suescún,Águilas Doradas,1/22/1991,26,Res,Res,CAM/ST,59,175 cm,74 kg,Right,3
Colombia,Juan Trejos,Cortuluá,5/17/1997,19,Sub,Sub,CM,50,171 cm,64 kg,Left,2
Colombia,Juan Valencia,Bologna,6/20/1998,18,Sub,Sub,CM,56,186 cm,82 kg,Right,3
Colombia,Juan Zuluaga,Jaguares,6/15/1993,23,Sub,Sub,RB,66,176 cm,67 kg,Right,3
Colombia,Julian Quiñones,Tigres,3/24/1997,20,Res,Res,ST,63,177 cm,76 kg,Right,3
Colombia,Julio Quiñones,Deportivo Pasto,7/8/1996,20,Res,Res,ST,54,165 cm,62 kg,Right,3
Colombia,Julián Guerrero,Fortaleza FC,6/29/1996,20,Sub,Sub,RB,54,177 cm,73 kg,Right,3
Colombia,Julián Guillermo,Once Caldas,2/28/1990,27,Sub,Sub,CDM,63,176 cm,76 kg,Right,3
Colombia,Julián Pretel,Patriotas,8/25/1994,22,Sub,Sub,RB/LB,62,179 cm,70 kg,Right,3
Colombia,Julián Quiñones,Deportes Tolima,11/5/1989,27,Sub,Sub,CB,69,195 cm,86 kg,Right,2
Colombia,Jáder Obrian,Deportes Tolima,5/18/1995,21,Res,Res,RM/ST,61,183 cm,73 kg,Right,3
Colombia,Jáiber Cardona,Cortuluá,1/19/1990,27,Sub,Sub,GK,61,187 cm,87 kg,Right,3
Colombia,Kelvin Osorio,Cortuluá,10/29/1993,23,Res,Res,CM,63,182 cm,76 kg,Right,3
Colombia,Kevin Balanta,Deportivo Cali,4/28/1997,19,Sub,Sub,CDM,68,179 cm,73 kg,Right,3
Colombia,Kevin Londoño,Jaguares,11/23/1993,23,RM,RM,RM/RB,65,180 cm,72 kg,Right,3
Colombia,Kevin Rendón,Patriotas,1/8/1993,24,Sub,Sub,CAM/RM,67,181 cm,66 kg,Right,3
Colombia,Kevin Salazar,Ind. Santa Fe,2/9/1996,21,Res,Res,CAM,67,170 cm,62 kg,Right,5
Colombia,Larry Vásquez,Patriotas,9/19/1991,25,RCM,RCM,CM,67,186 cm,81 kg,Right,3
Colombia,Leandro Castellanos,Ind. Santa Fe,3/9/1984,33,GK,GK,GK,73,183 cm,78 kg,Right,3
Colombia,Leiton Jiménez,Atlas,4/26/1989,27,RCB,RCB,CB,74,186 cm,77 kg,Right,3
Colombia,Leonardo Castro,Indep. Medellín,6/14/1992,24,Res,Res,ST/RM,70,174 cm,78 kg,Right,4
Colombia,Leonardo Escorcia,Jaguares,8/9/1996,20,Res,Res,CB,62,183 cm,77 kg,Right,2
Colombia,Leonardo Pico,Junior,10/4/1991,25,LDM,LDM,CDM,70,177 cm,73 kg,Right,3
Colombia,Leonardo Ruíz,Sporting CP,4/18/1996,20,Res,Res,ST,65,185 cm,76 kg,Right,3
Colombia,Leonardo Saldaña,Al. Petrolera,12/8/1989,27,Res,Res,LB,68,170 cm,63 kg,Left,3
Colombia,Lewis Ochoa,Junior,9/4/1984,32,RB,RB,RB,68,174 cm,70 kg,Right,3
Colombia,Leyvin Balanta,Ind. Santa Fe,9/3/1990,26,LM,LM,LB/LM,68,186 cm,78 kg,Left,2
Colombia,Luciano Ospina,Al. Petrolera,2/18/1991,26,RCB,RCB,CB,65,190 cm,81 kg,Right,3
Colombia,Luis Caicedo,Cortuluá,5/18/1996,20,LDM,LDM,CDM,64,172 cm,67 kg,Right,3
Colombia,Luis Cardoza,Deportes Tolima,12/19/1984,32,Sub,Sub,CB/LB,64,188 cm,88 kg,Left,3
Colombia,Luis Carlos Arias,Indep. Medellín,1/13/1985,32,LB,LB,CAM/LB,72,167 cm,70 kg,Left,2
Colombia,Luis Carlos Murillo,Once Caldas,10/16/1990,26,Res,Res,LB,68,176 cm,72 kg,Left,3
Colombia,Luis Carlos Ruiz,Atl. Nacional,1/8/1987,30,Sub,Sub,ST,70,187 cm,76 kg,Right,3
Colombia,Luis Delgado,Deportes Tolima,10/26/1980,36,Sub,Sub,GK,67,182 cm,70 kg,Right,3
Colombia,Luis Felipe Chará,Águilas Doradas,1/6/1981,36,Sub,Sub,CDM,69,170 cm,70 kg,Right,3
Colombia,Luis Gabriel Rey,Monarcas Morelia,2/20/1980,37,Sub,Sub,ST,69,184 cm,85 kg,Left,3
Colombia,Luis Hurtado,Águilas Doradas,3/28/1995,22,Sub,Sub,RM/ST,57,179 cm,76 kg,Right,2
Colombia,Luis Mosquera,Águilas Doradas,5/25/1989,27,LM,LM,LM/LB,66,175 cm,68 kg,Left,3
Colombia,Luis Muriel,Sampdoria,4/18/1991,25,Sub,RS,ST,77,178 cm,79 kg,Right,4
Colombia,Luis Orejuela,Deportivo Cali,8/20/1995,21,Sub,Sub,RB/LB,66,179 cm,70 kg,Right,3
Colombia,Luis Payares,Deportivo Pasto,1/14/1990,27,LCB,LCB,CB,67,185 cm,78 kg,Left,3
Colombia,Luis Paz,Deportes Tolima,9/8/1988,28,RDM,RDM,CDM,64,175 cm,70 kg,Right,3
Colombia,Luis Páez,Águilas Doradas,10/27/1986,30,ST,ST,ST,71,182 cm,73 kg,Left,3
Colombia,Luis Quiñones,Tigres,6/26/1991,25,Sub,LM,LM,75,178 cm,70 kg,Left,4
Colombia,Luis Rodríguez,Envigado,2/15/1995,22,Res,Res,CB,55,182 cm,70 kg,Right,2
Colombia,Luis Sierra,Deportivo Pasto,6/26/1988,28,Sub,Sub,CDM,64,176 cm,79 kg,Right,3
Colombia,Luis Sinisterra,Once Caldas,6/17/1999,17,Sub,Sub,LM/ST,60,172 cm,60 kg,Right,2
Colombia,Luis Tipton,Indep. Medellín,7/28/1992,24,Res,Res,LB,69,179 cm,78 kg,Left,3
Colombia,Léiner Escalante,Junior,12/18/1991,25,Res,Res,ST,65,177 cm,66 kg,Right,3
Colombia,Macnelly Torres,Atl. Nacional,11/1/1984,32,Sub,CM,CAM/CM,76,175 cm,72 kg,Right,4
Colombia,Maicol Balanta,Cortuluá,1/2/1990,27,RAM,RAM,RM/CAM,67,178 cm,76 kg,Right,3
Colombia,Maicol Medina,Patriotas,6/4/1997,19,Sub,Sub,CDM,57,180 cm,68 kg,Left,2
Colombia,Mairon Quiñones,Deportivo Pasto,4/20/1996,20,Sub,Sub,LB,57,173 cm,70 kg,Left,2
Colombia,Marco Canchila,Fortaleza FC,1/6/1981,36,CDM,CDM,CB/CDM,66,179 cm,75 kg,Right,3
Colombia,Marco Pérez,Deportes Tolima,9/18/1990,26,RM,RM,RM/ST,69,182 cm,76 kg,Right,3
Colombia,Mario González,Fortaleza FC,8/25/1983,33,RCM,RCM,CDM/RM,64,178 cm,76 kg,Right,3
Colombia,Marlon Piedrahita,Indep. Medellín,6/13/1985,31,RB,RB,RB,72,175 cm,72 kg,Right,3
Colombia,Marlon Torres,Atlético Bucaramanga,4/17/1996,20,LCB,LCB,CB,59,182 cm,75 kg,Right,3
Colombia,Marlos Moreno,RC Deportivo,9/20/1996,20,Sub,Sub,LM/ST,71,173 cm,67 kg,Right,3
Colombia,Marvin Vallecilla,Atlético Huila,6/24/1991,25,LB,LB,LB,57,175 cm,72 kg,Right,3
Colombia,Mateo Cardona,Once Caldas,2/11/1996,21,Sub,Sub,CAM,66,183 cm,76 kg,Right,3
Colombia,Mateo Cassierra,Ajax,4/13/1997,19,Sub,Sub,ST/LW,68,184 cm,76 kg,Right,3
Colombia,Mateo Palacios,Boyacá Chicó,10/12/1996,20,CAM,CAM,CAM/LM,62,175 cm,70 kg,Right,3
Colombia,Mateo Puerta,Cortuluá,6/12/1997,19,RB,RB,RB,57,172 cm,60 kg,Right,3
Colombia,Mateo Rodas,Deportivo Cali,1/11/1998,19,Res,Res,CB,55,185 cm,78 kg,Right,2
Colombia,Matheus Uribe,Atl. Nacional,3/21/1991,26,Sub,RW,CM/RW,71,182 cm,71 kg,Right,3
Colombia,Mauricio Casierra,San Juan,12/8/1985,31,Sub,Sub,LB,70,175 cm,68 kg,Left,3
Colombia,Mauricio Cuero,Santos Laguna,1/28/1993,24,Sub,Sub,RM,70,178 cm,83 kg,Right,3
Colombia,Mauricio Gómez,Patriotas,12/21/1993,23,LW,LW,LW/LB,68,186 cm,72 kg,Left,3
Colombia,Mauricio Molina,Indep. Medellín,4/30/1980,36,Sub,Sub,CAM,72,176 cm,66 kg,Left,2
Colombia,Mauricio Restrepo,La Equidad,5/7/1981,35,Sub,Sub,CDM,66,174 cm,70 kg,Right,3
Colombia,Mauro Manotas,Houston Dynamo,7/15/1995,21,Sub,Sub,ST,65,178 cm,66 kg,Right,2
Colombia,Maurício Cortés,Indep. Medellín,2/9/1997,20,Sub,Sub,CAM,57,176 cm,74 kg,Right,3
Colombia,Michael Barrios,FC Dallas,4/21/1991,25,Res,Res,RM/CF,71,162 cm,59 kg,Right,2
Colombia,Michael Gómez,Envigado,4/4/1997,19,ST,ST,ST,61,180 cm,70 kg,Right,3
Colombia,Michael López,Envigado,2/8/1997,20,Sub,Sub,CAM/LM,61,176 cm,75 kg,Left,3
Colombia,Michael Ortega,Once Caldas,4/6/1991,25,CAM,CAM,CAM,63,170 cm,69 kg,Right,3
Colombia,Michael Rangel,Junior,3/8/1991,26,Sub,Sub,ST,71,186 cm,80 kg,Right,3
Colombia,Miguel Julio,Atlético Tucumán,2/21/1992,25,Sub,Sub,CDM,62,181 cm,75 kg,Right,3
Colombia,Miguel Medina,Cortuluá,3/5/1995,22,CAM,CAM,CAM,66,176 cm,70 kg,Left,3
Colombia,Miguel Murillo,Deportivo Cali,7/3/1988,28,Res,Res,ST,68,184 cm,80 kg,Right,3
Colombia,Miguel Nazarit,Once Caldas,5/20/1997,19,Sub,Sub,CB,57,184 cm,75 kg,Right,3
Colombia,Miguel Solís,Ind. Santa Fe,4/7/1983,33,Sub,Sub,GK,65,185 cm,83 kg,Right,2
Colombia,Miller Mosquera,Atlético Bucaramanga,7/16/1992,24,Sub,Sub,LB/CB,66,180 cm,72 kg,Left,2
Colombia,Misael Riascos,Boyacá Chicó,3/26/1991,26,ST,ST,ST/RM,65,171 cm,71 kg,Left,3
Colombia,Moisés Galé,La Equidad,2/16/1996,21,Res,Res,CDM,56,181 cm,75 kg,Left,2
Colombia,Máyer Candelo,Deportivo Cali,2/20/1977,40,CAM,CAM,CAM,72,170 cm,65 kg,Left,4
Colombia,Neider Barona,La Equidad,7/11/1997,19,LM,LM,RM,55,175 cm,65 kg,Right,2
Colombia,Nelson Ramos,Indep. Medellín,11/23/1981,35,Sub,Sub,GK,67,188 cm,83 kg,Left,3
Colombia,Nicolás Benedetti,Deportivo Cali,4/25/1997,19,Sub,Sub,CAM/RW,66,177 cm,70 kg,Right,3
Colombia,Nicolás Carreño,Patriotas,7/24/1993,23,LB,LB,LB,69,176 cm,76 kg,Left,2
Colombia,Nicolás Palacios,Atlético Bucaramanga,2/11/1992,25,Sub,Sub,CDM,67,191 cm,72 kg,Right,3
Colombia,Nilson Castrillón,Deportivo Cali,1/28/1996,21,RB,RB,RB,57,180 cm,70 kg,Right,3
Colombia,Néider Morantes,Boyacá Chicó,8/3/1975,41,Sub,Sub,CAM/RM,65,169 cm,74 kg,Right,3
Colombia,Oliver Fula,La Equidad,3/1/1988,29,Sub,Sub,CB,64,185 cm,84 kg,Left,2
Colombia,Omar Albornoz,Deportes Tolima,9/28/1995,21,Sub,Sub,LB,64,182 cm,72 kg,Left,2
Colombia,Omar Duarte,Atlético Huila,7/18/1995,21,LS,LS,ST/RM,63,180 cm,70 kg,Right,3
Colombia,Omar Vásquez,Patriotas,8/15/1989,27,LCM,LCM,CAM,67,167 cm,67 kg,Left,4
Colombia,Oswal Álvarez,RSC Anderlecht,6/11/1995,21,Res,Res,LM,62,176 cm,89 kg,Right,4
Colombia,Pablo Mina,Deportivo Cali,6/9/1985,31,Sub,Sub,GK,67,183 cm,81 kg,Right,2
Colombia,Pablo Rojas,Atlético Bucaramanga,9/23/1991,25,Res,Res,RM/ST,65,167 cm,72 kg,Right,2
Colombia,Pedro Franco,Millonarios,4/23/1991,25,RCB,RCB,CB,71,183 cm,73 kg,Right,3
Colombia,Pedro Tavima,Al. Petrolera,11/16/1985,31,Sub,Sub,CB,65,183 cm,80 kg,Right,2
Colombia,Pier Luigi Grazziani,Al. Petrolera,8/14/1994,22,Sub,Sub,GK,57,183 cm,75 kg,Right,3
Colombia,Rafael Carrascal,Junior,11/26/1992,24,Sub,Sub,CDM/CM,71,177 cm,75 kg,Right,3
Colombia,Rafael Santos Borré,Villarreal CF,9/15/1995,21,Sub,Sub,ST/CAM,75,174 cm,70 kg,Right,3
Colombia,Ramiro Sánchez,Millonarios,10/5/1983,33,GK,GK,GK,68,186 cm,80 kg,Right,2
Colombia,Ramón Córdoba,Jaguares,9/9/1989,27,RCB,RCB,CB,65,183 cm,82 kg,Right,3
Colombia,Ray Vanegas,Jaguares,3/12/1993,24,LM,LM,LM/ST,65,174 cm,72 kg,Right,2
Colombia,Raúl Loaiza,Patriotas,6/8/1994,22,CDM,CDM,CDM/CM,69,180 cm,70 kg,Right,3
Colombia,Ricardo Laborde,FC Krasnodar,2/16/1988,29,Sub,Sub,RW/CAM,74,174 cm,65 kg,Right,2
Colombia,Ricardo Villarraga,Atlético Huila,4/23/1990,26,Sub,Sub,LB,64,187 cm,81 kg,Left,2
Colombia,Robinson Aponzá,Junior,4/11/1989,27,LAM,LAM,CAM,68,175 cm,75 kg,Right,3
Colombia,Robinson Zapata,Ind. Santa Fe,9/30/1978,38,Sub,Sub,GK,69,184 cm,85 kg,Right,2
Colombia,Rodin Quiñones,Atl. Nacional,5/30/1995,21,Res,Res,RB/RW,62,185 cm,75 kg,Right,3
Colombia,Rodolfo Reyes,Cortuluá,2/9/1993,24,Sub,Sub,CDM,57,179 cm,76 kg,Right,3
Colombia,Roger Martínez,Free Agents,6/23/1994,22,Sub,Res,ST,72,180 cm,85 kg,Right,3
Colombia,Roger Torres,Al. Petrolera,7/13/1991,25,Sub,Sub,CAM,64,168 cm,62 kg,Left,3
Colombia,Ronaldo Ariza,Al. Petrolera,1/17/1998,19,Sub,Sub,LM,58,168 cm,60 kg,Left,3
Colombia,Ronaldo Tavera,Atlético Huila,7/31/1995,21,Sub,Sub,CDM,58,174 cm,67 kg,Right,4
Colombia,Santiago Arias,PSV,1/13/1992,25,RB,RB,RB,76,176 cm,68 kg,Right,3
Colombia,Santiago Londoño,Envigado,3/9/1995,22,Sub,Sub,GK,54,184 cm,70 kg,Right,3
Colombia,Santiago Montoya,Deportes Tolima,9/15/1991,25,CAM,CAM,CAM/LM,71,172 cm,63 kg,Left,3
Colombia,Santiago Rodas,Al. Petrolera,5/5/1990,26,Res,Res,GK,57,185 cm,75 kg,Right,3
Colombia,Santiago Ruiz,Envigado,12/1/1997,19,Res,Res,LB,56,185 cm,79 kg,Left,3
Colombia,Santiago Tréllez,Deportivo Pasto,1/17/1990,27,ST,ST,RM/ST,64,186 cm,84 kg,Right,3
Colombia,Saramys Rodríguez,Patriotas,3/2/1993,24,Res,Res,CAM,59,182 cm,72 kg,Right,3
Colombia,Sebastián Arango,Boyacá Chicó,1/27/1996,21,Sub,Sub,GK,49,180 cm,70 kg,Right,3
Colombia,Sebastián Ayala,La Equidad,9/14/1995,21,Res,Res,CDM,61,180 cm,75 kg,Right,3
Colombia,Sebastián Duque,Fortaleza FC,6/2/1993,23,GK,GK,GK,59,183 cm,78 kg,Right,2
Colombia,Sebastián Gutiérrez,Patriotas,7/29/1997,19,Sub,Sub,ST/RM,55,170 cm,63 kg,Right,2
Colombia,Sebastián Hernández,Junior,10/2/1986,30,CAM,CAM,CAM,69,177 cm,69 kg,Right,4
Colombia,Sebastián Osorio,Fortaleza FC,4/6/1997,19,Sub,Sub,CAM,49,178 cm,72 kg,Right,2
Colombia,Sebastián Pérez,Boca Juniors,3/29/1993,24,Sub,Sub,CM/CDM,76,176 cm,70 kg,Right,3
Colombia,Sebastián Rincón,Tigre,1/14/1994,23,RM,RM,RM/ST,70,185 cm,79 kg,Right,2
Colombia,Sebastián Rodríguez,Once Caldas,3/28/1997,20,Sub,Sub,RB,55,186 cm,71 kg,Right,2
Colombia,Sebastián Salazar,Ind. Santa Fe,9/30/1995,21,RCM,RCM,CDM,69,180 cm,79 kg,Right,3
Colombia,Sebastián Villa,Deportes Tolima,5/19/1996,20,Sub,Sub,RM,61,178 cm,65 kg,Right,3
Colombia,Sergio Mosquera,Deportes Tolima,2/9/1994,23,RCB,RCB,CB,66,190 cm,85 kg,Left,4
Colombia,Sergio Rengifo,Envigado,10/3/1994,22,Res,Res,CDM,52,185 cm,70 kg,Right,2
Colombia,Sergio Romero,Once Caldas,11/22/1988,28,Sub,Sub,ST,63,173 cm,70 kg,Right,4
Colombia,Sergio Román,Once Caldas,5/21/1995,21,Sub,Sub,GK,61,190 cm,76 kg,Right,2
Colombia,Stalin Motta,La Equidad,3/28/1984,33,LCM,LCM,CM/CAM,71,172 cm,69 kg,Right,3
Colombia,Stefan Medina,Pachuca,6/14/1992,24,Sub,Sub,RB/CB,69,180 cm,69 kg,Right,3
Colombia,Stiven Barreiro,Atlas,6/19/1994,22,Res,Res,CB,70,188 cm,80 kg,Right,3
Colombia,Stiven Quiñones,Atlético Huila,2/8/1998,19,Res,Res,LB,59,173 cm,65 kg,Left,2
Colombia,Stiven Vega,Millonarios,5/22/1998,18,Res,Res,RB/LB,65,178 cm,70 kg,Right,3
Colombia,Tardelis Peña,Fortaleza FC,10/31/1988,28,LCB,LCB,CB/LB,59,185 cm,96 kg,Left,3
Colombia,Teófilo Gutiérrez,Rosario Central,5/17/1985,31,RS,RS,ST,78,178 cm,82 kg,Right,3
Colombia,Tomás Sierra,Boyacá Chicó,11/28/1996,20,Sub,Sub,CAM,55,178 cm,78 kg,Right,2
Colombia,Victor Arboleda,Portland,1/1/1997,20,Sub,Sub,RW/CF,51,170 cm,65 kg,Right,3
Colombia,Víctor Cabezas,Deportivo Pasto,11/2/1997,19,Sub,Sub,GK,53,186 cm,79 kg,Right,2
Colombia,Víctor Cantillo,Deportivo Pasto,10/15/1993,23,LDM,LDM,CDM,58,178 cm,73 kg,Right,2
Colombia,Víctor Castillo,Deportes Tolima,7/10/1987,29,LDM,LDM,CDM,69,175 cm,74 kg,Right,3
Colombia,Víctor Giraldo,Deportes Tolima,9/30/1985,31,RB,RB,RB,70,177 cm,74 kg,Right,3
Colombia,Víctor Ibarbo,Sagan Tosu,5/19/1990,26,RS,RS,RW/ST,75,188 cm,80 kg,Right,3
Colombia,Walmer Pacheco,La Equidad,1/16/1995,22,RB,RB,RB,66,173 cm,60 kg,Right,2
Colombia,Wilberto Cosme,Deportivo Pasto,7/22/1984,32,Sub,Sub,ST/RW,66,179 cm,78 kg,Right,4
Colombia,Wilder Guisao,Chiapas,7/30/1991,25,Res,Res,RW,71,179 cm,76 kg,Right,2
Colombia,Wilder Mosquera,Jaguares,1/21/1985,32,GK,GK,GK,65,191 cm,85 kg,Right,2
Colombia,Wilfrido de la Rosa,Deportivo Pasto,2/7/1993,24,Res,Res,ST,60,166 cm,64 kg,Right,2
Colombia,William Cuesta,Deportes Tolima,2/19/1993,24,Sub,Sub,GK,57,195 cm,87 kg,Right,3
Colombia,William Pérez,Deportivo Pasto,1/28/1997,20,Res,Res,RB/RM,55,170 cm,63 kg,Right,3
Colombia,William Tesillo,Ind. Santa Fe,2/2/1990,27,CB,CB,CB,75,184 cm,78 kg,Left,3
Colombia,Wilmar Barrios,Boca Juniors,10/16/1993,23,Sub,Sub,CDM,73,179 cm,69 kg,Right,3
Colombia,Wilmer Boyacá,La Equidad,6/16/1990,26,Sub,Sub,LB/LM,62,170 cm,68 kg,Left,2
Colombia,Wilmer Díaz,Jaguares,6/23/1978,38,LCB,LCB,CB,67,178 cm,77 kg,Right,3
Colombia,Wilson Morelo,CD Everton,5/21/1987,29,Sub,Sub,ST,71,172 cm,70 kg,Right,3
Colombia,Yainer Acevedo,Al. Petrolera,5/6/1992,24,Res,Res,RM,61,175 cm,69 kg,Right,3
Colombia,Yair Arrechea,Cortuluá,11/8/1980,36,RCB,RCB,CB,66,186 cm,81 kg,Right,3
Colombia,Yair Ibargüen,Boyacá Chicó,5/3/1993,23,LCB,LCB,CB,61,182 cm,79 kg,Right,3
Colombia,Yairo Moreno,Indep. Medellín,4/4/1995,21,Sub,Sub,LM,69,175 cm,76 kg,Left,2
Colombia,Yamilson Rivera,Deportivo Pasto,6/18/1989,27,LM,LM,LM/CAM,66,173 cm,68 kg,Right,3
Colombia,Yeison Gordillo,Ind. Santa Fe,6/25/1992,24,LCM,LCM,CDM,72,176 cm,73 kg,Right,3
Colombia,Yeison Guzmán,Envigado,3/22/1998,19,Res,Res,ST,53,166 cm,61 kg,Right,3
Colombia,Yerson Candelo,Querétaro,2/24/1992,25,RM,RM,RM/CAM,71,170 cm,68 kg,Right,3
Colombia,Yessy Mena,La Equidad,7/15/1989,27,Sub,Sub,RM/ST,65,168 cm,65 kg,Left,2
Colombia,Yesus Cabrera,Deportivo Pasto,9/15/1990,26,Sub,Sub,LM/CM,65,168 cm,60 kg,Left,2
Colombia,Yhorman Hurtado,Al. Petrolera,12/14/1996,20,Sub,Sub,CDM/RB,62,170 cm,63 kg,Right,2
Colombia,Yilton Díaz,Águilas Doradas,6/12/1992,24,Sub,Sub,RM/LM,66,178 cm,70 kg,Right,3
Colombia,Yimmi Chará,Monterrey,4/2/1991,25,Sub,Sub,RM/CAM,75,165 cm,68 kg,Right,4
Colombia,Yonatan Murillo,Deportivo Cali,7/5/1992,24,Sub,Sub,LB,69,183 cm,70 kg,Left,2
Colombia,Yonni Hinestroza,Deportivo Pasto,8/20/1984,32,Sub,Sub,RB,68,169 cm,68 kg,Right,3
Colombia,Yony González,Junior,7/11/1994,22,Res,Res,CAM,72,182 cm,75 kg,Right,3
Colombia,Yorman Rueda,Fortaleza FC,5/6/1987,29,LCM,LCM,CM/CDM,64,172 cm,63 kg,Left,2
Colombia,Yosimar Quiñones,Atlético Huila,8/4/1988,28,Sub,Sub,CB,55,189 cm,82 kg,Right,3
Colombia,Yulián Anchico,Atlético Bucaramanga,5/28/1984,32,RDM,RDM,CDM,69,182 cm,75 kg,Right,3
Colombia,Yulían Mejía,Atlético Bucaramanga,7/28/1990,26,CAM,CAM,CAM/CM,67,184 cm,79 kg,Left,4
Colombia,Yúber Asprilla,Envigado,11/12/1992,24,CAM,CAM,RM/CAM,63,163 cm,59 kg,Right,3
Colombia,Álvaro Angulo,Águilas Doradas,6/3/1997,19,Sub,Sub,LB,60,173 cm,68 kg,Left,2
Colombia,Éder Balanta,FC Basel,2/28/1993,24,LCB,LCB,CB,76,181 cm,84 kg,Left,2
Colombia,Édinson Palomino,Atlético Huila,1/30/1986,31,Sub,Sub,LM,69,170 cm,60 kg,Right,4
Colombia,Édison Toloza,Junior,6/15/1984,32,Sub,Sub,ST/CAM,68,174 cm,82 kg,Right,4
Colombia,Óscar Balanta,Boyacá Chicó,4/7/1988,28,LDM,LDM,CB/CDM,62,184 cm,75 kg,Right,2
Colombia,Óscar Barreto,Millonarios,4/28/1993,23,Sub,Sub,CAM/RM,67,173 cm,68 kg,Right,3
Colombia,Óscar Cabezas,Patriotas,12/22/1996,20,LCB,LCB,CB,56,177 cm,75 kg,Left,3
Colombia,Óscar Camilo,Cortuluá,3/30/1995,22,Sub,Sub,ST,62,184 cm,78 kg,Right,3
Colombia,Óscar Estupiñán,Once Caldas,12/29/1996,20,ST,ST,ST,72,182 cm,76 kg,Left,2
Colombia,Óscar Murillo,Pachuca,4/18/1988,28,RCB,LCB,CB,76,183 cm,79 kg,Left,4
Comoros,Ali Ahamada,Kayserispor,8/19/1991,25,GK,GK,GK,71,189 cm,83 kg,Right,2
Comoros,Chaker Alhadhur,SM Caen,12/4/1991,25,Res,Res,LB/RB,67,172 cm,65 kg,Right,3
Comoros,Djamel Bakar,Sp. Charleroi,4/6/1989,27,Sub,Sub,CAM/ST,70,171 cm,69 kg,Right,3
Comoros,Fouad Bachirou,Östersunds FK,4/15/1990,26,CM,CM,CM/CDM,64,169 cm,65 kg,Right,3
Comoros,Kassim Abdallah,AC Ajaccio,4/9/1987,29,RCB,RCB,CB/RB,69,186 cm,80 kg,Right,2
Comoros,Nadjim Abdou,Millwall,7/13/1984,32,Sub,Sub,CM/CDM,63,175 cm,70 kg,Right,3
Comoros,Nasser Chamed,Nîmes Olympique,10/4/1993,23,Sub,Sub,RM/LM,64,174 cm,77 kg,Right,4
Comoros,Rafidine Abdullah,Cádiz C.F.,1/15/1994,23,Sub,Sub,CDM/CAM,70,179 cm,75 kg,Right,3
Comoros,Youssouf M'Changama,GFC Ajaccio,8/29/1990,26,Sub,Sub,CM/LM,60,173 cm,70 kg,Left,3
Congo,Anthony Walongwa,FC Nantes,10/15/1993,23,Sub,Sub,CB,66,182 cm,81 kg,Right,2
Congo,Arnold Bouka Moutou,Dijon FCO,11/28/1988,28,Sub,Sub,LB,71,175 cm,69 kg,Left,2
Congo,Brice Samba,Olym. Marseille,4/25/1994,22,Sub,Sub,GK,65,186 cm,79 kg,Right,3
Congo,Bruce Abdoulaye,Bourg-Péronnas,4/15/1982,34,LCB,LCB,CB/LB,66,181 cm,82 kg,Left,3
Congo,Chris Malonga,Stade Lavallois,7/11/1987,29,Sub,Sub,LW,65,183 cm,75 kg,Left,3
Congo,Clévid Dikamona,Bourg-Péronnas,6/23/1990,26,Sub,Sub,CB,61,187 cm,86 kg,Right,3
Congo,Delvin N'Dinga,Lokomotiv Moscow,3/14/1988,29,LDM,LDM,CDM,74,181 cm,70 kg,Right,3
Congo,Dominique Malonga,Elche CF,1/8/1989,28,Res,Res,ST/LW,64,185 cm,80 kg,Right,4
Congo,Dzon Delarge,Osmanlıspor,6/24/1990,26,Sub,Sub,LM/RM,69,174 cm,74 kg,Right,3
