Rating_Group,Rating,Name,Birth_Date,Age,Age_Group,Nationality,Club,Position,Contract_Expiry,Preferred_Position,Height,Weight,Preferred_Foot,Weak_foot
70-79,70,Aarón Galindo,5/8/1982,34,Old,Mexico,Toluca,Defender,2021.0,CB,183 cm,89 kg,Right,3
70-79,70,Juan Pablo Rodríguez,8/7/1979,37,Old,Mexico,Monarcas Morelia,Midfielder,2021.0,CDM/CM,166 cm,68 kg,Right,4
70-79,70,André Bikey,1/8/1985,32,Old,Cameroon,Port Vale,Defender,2021.0,CB,183 cm,80 kg,Right,3
70-79,70,Joleon Lescott,8/16/1982,34,Old,England,Sunderland,Defender,2017.0,CB,188 cm,89 kg,Left,3
70-79,70,David Rozehnal,7/5/1980,36,Old,Czech Republic,KV Oostende,Defender,2017.0,CB,191 cm,80 kg,Right,3
70-79,70,Lloyd Sam,9/27/1984,32,Old,Ghana,D.C. United,Attacker,2021.0,RM,173 cm,73 kg,Right,4
70-79,70,Jesper Jørgensen,5/9/1984,32,Old,Denmark,Esbjerg fB,Midfielder,2018.0,CM/CDM,184 cm,79 kg,Right,4
70-79,70,Mickaël Chrétien,7/10/1984,32,Old,Morocco,AS Nancy,Defender,2018.0,CB,179 cm,69 kg,Right,3
70-79,70,Ludovic Obraniak,11/10/1984,32,Old,Poland,AJ Auxerre,Midfielder,2018.0,CAM/RM,174 cm,72 kg,Left,4
70-79,70,Simone Rizzato,9/21/1981,35,Old,Italy,Trapani,Defender,2017.0,LM/LB,174 cm,65 kg,Left,3
70-79,70,Francesco Benussi,10/15/1981,35,Old,Italy,Vicenza,Goalkeeper,2017.0,GK,188 cm,80 kg,Right,2
70-79,70,Georgios Samaras,2/21/1985,32,Old,Greece,Real Zaragoza,Attacker,2017.0,ST/LM,192 cm,86 kg,Right,3
70-79,70,Jürgen Gjasula,12/5/1985,31,Old,Albania,Greuther Fürth,Midfielder,2018.0,CM,186 cm,87 kg,Right,3
70-79,70,Walter Bressan,1/27/1981,36,Old,Italy,Chievo Verona,Goalkeeper,2017.0,GK,182 cm,78 kg,Right,2
70-79,70,Bogdan Lobonţ,1/18/1978,39,Old,Romania,Roma,Goalkeeper,2018.0,GK,185 cm,78 kg,Right,3
70-79,70,Lee Jung Soo,1/8/1980,37,Old,Korea Republic,Suwon Bluewings,Defender,2017.0,CB,184 cm,74 kg,Left,4
70-79,70,Pablo Ignacio Calandria,3/15/1982,35,Old,Argentina,CD O'Higgins,Attacker,2020.0,ST,184 cm,76 kg,Right,3
70-79,70,Thomas Sørensen,6/12/1976,40,Old,Denmark,Melbourne City,Goalkeeper,2017.0,GK,195 cm,89 kg,Right,3
70-79,70,Damien Perquis,4/10/1984,32,Old,Poland,Nott'm Forest,Defender,2018.0,CB,185 cm,75 kg,Right,3
70-79,70,Anders Lindegaard,4/13/1984,32,Old,Denmark,Preston,Goalkeeper,2017.0,GK,193 cm,79 kg,Right,3
70-79,70,Rasmus Würtz,9/18/1983,33,Old,Denmark,Aalborg BK,Midfielder,2018.0,CM/CDM,179 cm,72 kg,Right,4
70-79,70,Abdullah Durak,4/1/1987,29,Normal,Turkey,Kasimpaşa,Midfielder,2018.0,CM/CDM,181 cm,75 kg,Right,3
70-79,70,Stephan Andersen,11/26/1981,35,Old,Denmark,FC København,Goalkeeper,2019.0,GK,188 cm,82 kg,Right,2
70-79,70,Filip Daems,10/31/1978,38,Old,Belgium,KVC Westerlo,Defender,2017.0,CB/LB,182 cm,79 kg,Left,3
70-79,70,Özgür Çek,1/3/1991,26,Normal,Turkey,Çaykur Rizespor,Defender,2019.0,LB/LM,173 cm,70 kg,Left,2
70-79,70,Andrea Mantovani,6/22/1984,32,Old,Italy,Novara,Defender,2018.0,CB,185 cm,77 kg,Left,3
70-79,70,Michael Agazzi,7/3/1984,32,Old,Italy,Cesena,Goalkeeper,2018.0,GK,190 cm,80 kg,Right,2
70-79,70,Steven Whittaker,6/16/1984,32,Old,Scotland,Norwich,Defender,2017.0,RB,185 cm,87 kg,Right,4
70-79,70,Alexander Walke,6/6/1983,33,Old,Germany,RB Salzburg,Goalkeeper,2019.0,GK,189 cm,88 kg,Right,3
70-79,70,Boubacar Barry,12/30/1979,37,Old,Ivory Coast,Sport. Lokeren,Goalkeeper,2017.0,GK,180 cm,69 kg,Right,3
70-79,70,Carlos Valencia,4/28/1989,27,Normal,Colombia,Atlético Bucaramanga,Defender,2023.0,RB,170 cm,70 kg,Right,3
70-79,70,Nino,6/10/1980,36,Old,Spain,Elche CF,Attacker,2017.0,ST,169 cm,68 kg,Right,4
70-79,70,Borja Fernández,1/14/1981,36,Old,Spain,UD Almería,Midfielder,2017.0,CDM/CM,185 cm,73 kg,Right,3
70-79,70,Cifuentes,5/29/1979,37,Old,Spain,Cádiz C.F.,Goalkeeper,2017.0,GK,190 cm,80 kg,Right,3
70-79,70,Bram Castro,9/30/1982,34,Old,Belgium,Heracles Almelo,Goalkeeper,2018.0,GK,191 cm,83 kg,Right,2
70-79,70,Federico Agliardi,2/11/1983,34,Old,Italy,Cesena,Goalkeeper,2017.0,GK,191 cm,86 kg,Left,3
70-79,70,Michael Langer,1/6/1985,32,Old,Austria,IFK Norrköping,Goalkeeper,2017.0,GK,194 cm,92 kg,Right,3
70-79,70,Chris Burke,12/2/1983,33,Old,Scotland,Ross County,Midfielder,2017.0,RM,175 cm,68 kg,Right,4
70-79,70,Markus Feulner,2/12/1982,35,Old,Germany,FC Augsburg,Defender,2017.0,RB/RM/CDM,183 cm,82 kg,Right,4
70-79,70,Kris Commons,8/30/1983,33,Old,Scotland,Celtic,Midfielder,2017.0,CAM,168 cm,64 kg,Left,4
70-79,70,Lee Camp,8/22/1984,32,Old,Northern Ireland,Rotherham Utd,Goalkeeper,2017.0,GK,182 cm,74 kg,Right,3
70-79,70,Gary O'Neil,5/18/1983,33,Old,England,Bristol City,Midfielder,2018.0,CDM/CM,173 cm,61 kg,Right,3
70-79,70,Alain Rochat,2/1/1983,34,Old,Switzerland,BSC Young Boys,Defender,2017.0,CB/LB,182 cm,78 kg,Left,3
70-79,70,Cédric Varrault,1/30/1980,37,Old,France,Dijon FCO,Defender,2017.0,CB,182 cm,76 kg,Right,3
70-79,70,Julio Álvarez,5/1/1981,35,Old,Venezuela,CD Numancia,Midfielder,2019.0,CAM/RM/LM,180 cm,71 kg,Right,4
70-79,70,Philippe Senderos,2/14/1985,32,Old,Switzerland,Rangers,Defender,2017.0,CB,190 cm,84 kg,Right,2
70-79,70,Karim Ziani,8/17/1982,34,Old,Algeria,US Orléans,Midfielder,2017.0,LW/CAM,169 cm,68 kg,Right,3
70-79,70,Morten Rasmussen,1/31/1985,32,Old,Denmark,Aarhus GF,Attacker,2019.0,ST,186 cm,89 kg,Right,2
70-79,70,DaMarcus Beasley,5/24/1982,34,Old,United States,Houston Dynamo,Defender,2021.0,LB,172 cm,68 kg,Left,4
70-79,70,Dorus de Vries,12/29/1980,36,Old,Netherlands,Celtic,Goalkeeper,2018.0,GK,190 cm,96 kg,Right,3
70-79,70,Dean Whitehead,1/21/1982,35,Old,England,Huddersfield,Midfielder,2017.0,CDM/CM,183 cm,77 kg,Right,3
70-79,70,Clint Hill,10/19/1978,38,Old,England,Rangers,Defender,2017.0,CB,183 cm,73 kg,Left,2
70-79,70,Luke Steele,9/24/1984,32,Old,England,Panathinaikos,Goalkeeper,2018.0,GK,188 cm,76 kg,Right,2
70-79,70,Aaron Hughes,11/8/1979,37,Old,Northern Ireland,Hearts,Defender,2017.0,CB,183 cm,70 kg,Right,3
70-79,70,Paul Robinson,10/15/1979,37,Old,England,Burnley,Goalkeeper,2017.0,GK,193 cm,90 kg,Right,3
70-79,70,Vítor Silva,1/7/1984,33,Old,Portugal,CF Reus Deportiu,Midfielder,2017.0,CAM/RM/LM,169 cm,69 kg,Right,4
70-79,70,Matt Gilks,6/4/1982,34,Old,Scotland,Wigan Athletic,Goalkeeper,2018.0,GK,185 cm,81 kg,Right,2
70-79,70,Diederik Boer,9/24/1980,36,Old,Netherlands,Ajax,Goalkeeper,2017.0,GK,194 cm,89 kg,Right,3
70-79,70,Manu Herrera,9/29/1981,35,Old,Spain,Real Betis,Goalkeeper,2017.0,GK,182 cm,75 kg,Left,3
0-69,69,Valeriy Luchkevych,1/11/1996,21,Youngster,Ukraine,Standard Liège,Midfielder,2020.0,RM/RB,176 cm,65 kg,Right,3
0-69,69,David Guzman,2/18/1990,27,Normal,Costa Rica,Portland,Midfielder,2020.0,CDM,178 cm,79 kg,Right,3
0-69,69,Artur Jorge,8/14/1994,22,Youngster,Portugal,SC Braga,Defender,2017.0,CB,186 cm,80 kg,Right,3
0-69,69,Roberto Soira,2/29/1984,33,Old,Brazil,Palmeiras,Attacker,2020.0,ST,187 cm,83 kg,Right,2
0-69,69,Renato Rochela,2/29/1992,25,Normal,Brazil,Figueirense,Midfielder,2020.0,CAM/LM,188 cm,77 kg,Left,3
0-69,69,Enaldo Paneira,2/29/1992,25,Normal,Brazil,Vitória,Midfielder,2020.0,CAM,190 cm,75 kg,Right,3
0-69,69,Ever Sineiro,2/29/1988,29,Normal,Brazil,Goiás,Midfielder,2020.0,CAM/ST,167 cm,60 kg,Right,4
0-69,69,Paulo Daineiro,2/29/1984,33,Old,Brazil,Coritiba,Midfielder,2020.0,CAM,168 cm,62 kg,Right,3
0-69,69,Vinicius Trieiro,2/29/1992,25,Normal,Brazil,Coritiba,Defender,2020.0,RB,177 cm,73 kg,Right,3
0-69,69,Daniel Mestrança,2/29/1984,33,Old,Brazil,Palmeiras,Defender,2020.0,LB/LM,185 cm,74 kg,Left,2
0-69,69,Cristian González,7/23/1996,20,Youngster,Uruguay,Sevilla Atlét.,Defender,2020.0,CB/RB,185 cm,76 kg,Right,3
0-69,69,Imanol García,12/26/1995,21,Youngster,Spain,CA Osasuna,Midfielder,2017.0,CM/CDM,177 cm,73 kg,Right,3
0-69,69,Andrija Balic,8/11/1997,19,Youngster,Croatia,Udinese,Midfielder,2020.0,CAM,180 cm,71 kg,Right,3
0-69,69,Bryan Cabezas,3/20/1997,20,Youngster,Ecuador,Atalanta,Attacker,2021.0,LW,182 cm,72 kg,Right,5
0-69,69,Diego Godoy,4/1/1992,24,Youngster,Paraguay,Unión,Midfielder,2020.0,LM/RM,174 cm,73 kg,Left,2
0-69,69,Bojan Nastić,7/6/1994,22,Youngster,Serbia,KRC Genk,Defender,2018.0,LB,182 cm,75 kg,Left,3
0-69,69,Ghislain Konan,12/27/1995,21,Youngster,Ivory Coast,V. Guimarães,Defender,2019.0,LB,176 cm,71 kg,Left,3
0-69,69,Gelson Dala,7/13/1996,20,Youngster,Angola,Sporting CP,Attacker,2019.0,CF,175 cm,66 kg,Right,4
0-69,69,Evans Kangwa,10/9/1992,24,Youngster,Zambia,Gaziantepspor,Midfielder,2020.0,RM/LM,180 cm,78 kg,Right,4
0-69,69,Manuel Lazzari,11/29/1993,23,Youngster,Italy,Spal,Midfielder,2019.0,RM/RW,174 cm,67 kg,Right,3
0-69,69,Matúš Bero,9/6/1995,21,Youngster,Slovakia,Trabzonspor,Midfielder,2020.0,RM/CAM,182 cm,83 kg,Right,3
0-69,69,José Aja,5/10/1993,23,Youngster,Uruguay,Orlando City,Defender,2020.0,CB,193 cm,84 kg,Right,3
0-69,69,Panagiotis Retsos,8/9/1998,18,Youngster,Greece,Olympiakos CFP,Defender,2018.0,CB/RB,190 cm,75 kg,Right,3
0-69,69,Sebastián Hernández,10/2/1986,30,Normal,Colombia,Junior,Midfielder,2017.0,CAM,177 cm,69 kg,Right,4
0-69,69,João Amaral,9/7/1991,25,Normal,Portugal,V. Setúbal,Midfielder,2019.0,RM/CAM,172 cm,65 kg,Left,3
0-69,69,João Talocha,8/30/1989,27,Normal,Portugal,Boavista,Defender,2018.0,LB,180 cm,75 kg,Left,3
0-69,69,Pedro Rebocho,1/23/1995,22,Youngster,Portugal,Moreirense,Defender,2019.0,LB,172 cm,66 kg,Left,2
0-69,69,Renan Diniz,2/27/1993,24,Youngster,Brazil,Adanaspor,Defender,2019.0,CB/LB,187 cm,80 kg,Left,2
0-69,69,Domingos Duarte,3/3/1995,22,Youngster,Portugal,Belenenses,Defender,2019.0,CB,190 cm,78 kg,Right,3
0-69,69,Caro,5/3/1994,22,Youngster,Spain,Sevilla Atlét.,Goalkeeper,2017.0,GK,194 cm,88 kg,Right,2
0-69,69,Jair Amador,8/21/1989,27,Normal,Portugal,SD Huesca,Defender,2019.0,CB,189 cm,90 kg,Left,2
0-69,69,Andrey Malykh,8/24/1988,28,Normal,Russia,FC Orenburg,Defender,2020.0,RB,176 cm,72 kg,Right,4
0-69,69,Django Warmerdam,9/2/1995,21,Youngster,Netherlands,PEC Zwolle,Defender,2018.0,LB/CM,180 cm,77 kg,Left,3
0-69,69,Fábio China,7/7/1992,24,Youngster,Portugal,Marítimo,Defender,2018.0,LB,178 cm,68 kg,Left,3
0-69,69,David Carmona,1/11/1997,20,Youngster,Spain,Sevilla Atlét.,Defender,2018.0,RB,175 cm,72 kg,Right,3
0-69,69,Akram Afif,11/18/1996,20,Youngster,Qatar,Sporting Gijón,Midfielder,2020.0,LM/RM,177 cm,72 kg,Right,3
0-69,69,Odriozola,12/14/1995,21,Youngster,Spain,Real Sociedad,Defender,2018.0,RB/RM,178 cm,74 kg,Right,2
0-69,69,Ranteiro Alves,2/29/1984,33,Old,Brazil,Santa Cruz,Midfielder,2020.0,CAM,178 cm,74 kg,Right,3
0-69,69,Sandeiro Leal,2/29/1988,29,Normal,Brazil,Palmeiras,Midfielder,2020.0,CAM,187 cm,76 kg,Right,3
0-69,69,Caio Tafarell,2/29/1992,25,Normal,Brazil,Figueirense,Midfielder,2020.0,CDM,183 cm,76 kg,Right,3
0-69,69,Peter Torreiro,2/29/1992,25,Normal,Brazil,Vasco da Gama,Goalkeeper,2020.0,GK,185 cm,84 kg,Right,1
0-69,69,Caio Padricio,2/29/1984,33,Old,Brazil,Criciúma,Goalkeeper,2020.0,GK,186 cm,79 kg,Right,2
0-69,69,Matos,5/6/1995,21,Youngster,Spain,Sevilla Atlét.,Defender,2018.0,LB,169 cm,68 kg,Left,3
0-69,69,Ahmed Duiedar,10/29/1987,29,Normal,Egypt,Free Agents,Defender,2017.0,CB,180 cm,79 kg,Right,3
0-69,69,Noah Joel Sarenren Bazee,8/21/1996,20,Youngster,Germany,Hannover 96,Midfielder,2018.0,RM,182 cm,70 kg,Right,3
0-69,69,Petar Brlek,1/29/1994,23,Youngster,Croatia,Wisła Kraków,Midfielder,2019.0,CAM/CDM,180 cm,74 kg,Right,3
0-69,69,Ryota Oshima,1/23/1993,24,Youngster,Japan,Kawasaki Front.,Midfielder,2020.0,CDM/CM,168 cm,64 kg,Right,4
0-69,69,Shintaro Kurumaya,4/5/1992,24,Youngster,Japan,Kawasaki Front.,Defender,2020.0,LB/LM,178 cm,73 kg,Left,3
0-69,69,Aleñà,1/5/1998,19,Youngster,Spain,FC Barcelona,Midfielder,2017.0,CM/CDM,180 cm,70 kg,Left,3
0-69,69,Garrido,10/9/1989,27,Normal,Spain,Cádiz C.F.,Midfielder,2017.0,CDM,185 cm,81 kg,Right,3
0-69,69,Rodrigo Aliendro,2/16/1991,26,Normal,Argentina,Atlético Tucumán,Midfielder,2020.0,RM/CM,175 cm,74 kg,Right,3
0-69,69,Naomichi Ueda,10/24/1994,22,Youngster,Japan,Kashima Antlers,Defender,2020.0,CB,186 cm,77 kg,Right,2
0-69,69,Franco Sbuttoni,5/6/1989,27,Normal,Argentina,Sagan Tosu,Defender,2020.0,CB,190 cm,84 kg,Left,3
0-69,69,Daiki Niwa,1/16/1986,31,Old,Japan,Gamba Osaka,Defender,2020.0,CB/RB,181 cm,72 kg,Right,3
0-69,69,Yoshifumi Kashiwa,7/28/1987,29,Normal,Japan,Sanfrecce Hiroshima,Midfielder,2020.0,LM/RM,168 cm,62 kg,Right,4
70-79,70,Takahiro Sekine,4/19/1995,21,Youngster,Japan,Urawa Diamonds,Midfielder,2020.0,RM,167 cm,61 kg,Right,2
0-69,69,Kubilay Kanatsızkuş,3/28/1997,20,Youngster,Turkey,Bursaspor,Attacker,2020.0,ST/RM,190 cm,79 kg,Left,3
0-69,69,Ronald Matarrita,7/9/1994,22,Youngster,Costa Rica,NYCFC,Defender,2020.0,LB/LM,175 cm,70 kg,Left,2
0-69,69,Jhonier Viveros,4/28/1992,24,Youngster,Colombia,Indep. Medellín,Midfielder,2020.0,LM,170 cm,70 kg,Right,3
0-69,69,Lato,11/21/1997,19,Youngster,Spain,Valencia CF,Defender,2020.0,LB/LM,178 cm,74 kg,Left,3
0-69,69,Keegan Rosenberry,12/11/1993,23,Youngster,United States,Philadelphia,Defender,2020.0,RB,173 cm,73 kg,Right,3
0-69,69,Saman Ghoddos,9/6/1993,23,Youngster,Sweden,Östersunds FK,Attacker,2019.0,ST/CAM,176 cm,75 kg,Right,3
0-69,69,Rodrigo,6/22/1996,20,Youngster,Spain,Villarreal CF,Midfielder,2019.0,CDM/CM,190 cm,85 kg,Right,3
0-69,69,Andraž Šporar,2/27/1994,23,Youngster,Slovenia,FC Basel,Attacker,2020.0,ST/CF,180 cm,74 kg,Right,3
0-69,69,Landry Dimata,9/1/1997,19,Youngster,Belgium,KV Oostende,Attacker,2020.0,ST,185 cm,81 kg,Right,3
0-69,69,Curro Sánchez,1/3/1996,21,Youngster,Spain,Sevilla Atlét.,Midfielder,2017.0,RM/LM,178 cm,68 kg,Left,3
0-69,69,Edis Ibargüen,11/22/1991,25,Normal,Colombia,Patriotas,Attacker,2020.0,ST/RW,188 cm,82 kg,Right,3
0-69,69,João Carvalho,3/9/1997,20,Youngster,Portugal,V. Setúbal,Midfielder,2021.0,CAM/CM,170 cm,66 kg,Right,3
0-69,69,Kelvin Amian Adou,2/8/1998,19,Youngster,France,Toulouse FC,Defender,2019.0,RB,179 cm,75 kg,Right,3
0-69,69,Alexander Hack,9/8/1993,23,Youngster,Germany,1. FSV Mainz 05,Defender,2019.0,CB,193 cm,88 kg,Left,3
0-69,69,Ludovic Blas,12/31/1997,19,Youngster,France,EA Guingamp,Midfielder,2020.0,RM,180 cm,64 kg,Left,3
0-69,69,Hauke Wahl,4/15/1994,22,Youngster,Germany,1. FC Heidenheim,Defender,2019.0,CB,189 cm,81 kg,Right,3
0-69,69,Sandro Maceira,2/29/1992,25,Normal,Brazil,Coritiba,Midfielder,2018.0,CAM,178 cm,74 kg,Right,3
0-69,69,Prazeracinho,2/29/1984,33,Old,Brazil,Palmeiras,Midfielder,2020.0,CAM/LM,176 cm,71 kg,Left,3
0-69,69,Roldão Riso,2/29/1992,25,Normal,Brazil,Cruzeiro,Midfielder,2020.0,CDM/CB,177 cm,78 kg,Right,3
0-69,69,Igor Madinha,2/29/1992,25,Normal,Brazil,Avaí,Midfielder,2020.0,CAM/CF,180 cm,77 kg,Right,4
0-69,69,Emidio Hoffman,2/29/1984,33,Old,Brazil,São Paulo,Defender,2020.0,CB/RB,188 cm,79 kg,Right,3
0-69,69,Flávio Rebeilo,2/29/1992,25,Normal,Brazil,São Paulo,Defender,2020.0,LB,175 cm,69 kg,Left,3
0-69,69,Jonaldo Monteiro,2/29/1988,29,Normal,Brazil,Ponte Preta,Defender,2020.0,LB/LM,179 cm,74 kg,Left,3
0-69,69,Ailton Cardenhas,2/29/1988,29,Normal,Brazil,Fluminense,Goalkeeper,2020.0,GK,193 cm,84 kg,Right,3
0-69,69,Emu Teixeira,2/29/1988,29,Normal,Brazil,Fluminense,Attacker,2020.0,ST,175 cm,73 kg,Right,3
0-69,69,Rômulão Selva,2/29/1992,25,Normal,Brazil,Fluminense,Attacker,2020.0,ST/CF,178 cm,72 kg,Right,5
0-69,69,Antonaldo Laforte,2/29/1992,25,Normal,Brazil,Coritiba,Midfielder,2020.0,CAM/CM,178 cm,82 kg,Right,3
0-69,69,Alson Botelho,2/29/1988,29,Normal,Brazil,Grêmio,Midfielder,2020.0,CDM,180 cm,73 kg,Right,3
0-69,69,Marlinito Dias,2/29/1984,33,Old,Brazil,Figueirense,Midfielder,2020.0,CDM/CB,189 cm,84 kg,Right,3
0-69,69,Paulo Fajarda,2/29/1992,25,Normal,Brazil,Palmeiras,Defender,2017.0,CB,180 cm,78 kg,Right,3
0-69,69,Jaimosa Cavaco,2/29/1988,29,Normal,Brazil,Atlético Mineiro,Defender,2020.0,RB,168 cm,60 kg,Right,3
0-69,69,Carvamelinho,2/29/1984,33,Old,Brazil,A. Minas G.,Defender,2020.0,RB,178 cm,75 kg,Right,3
0-69,69,Luciano Cacheira,2/29/1984,33,Old,Brazil,A. Minas G.,Goalkeeper,2020.0,GK,181 cm,75 kg,Right,2
0-69,69,Dejan Drazic,9/26/1995,21,Youngster,Serbia,Real Valladolid,Attacker,2020.0,RW/LW,175 cm,69 kg,Right,3
0-69,69,Aldo Kalulu,1/21/1996,21,Youngster,France,Stade Rennais,Attacker,2019.0,ST,166 cm,57 kg,Right,3
0-69,69,Rajko Brežančić,8/21/1989,27,Normal,Serbia,SD Huesca,Defender,2019.0,LB,176 cm,74 kg,Left,2
0-69,69,Fernando Luna,1/19/1990,27,Normal,Argentina,Rafaela,Midfielder,2023.0,CAM/LM,175 cm,70 kg,Left,5
0-69,69,Ben Chilwell,12/21/1996,20,Youngster,England,Leicester City,Defender,2021.0,LB,178 cm,71 kg,Left,3
0-69,69,Nando,6/13/1994,22,Youngster,Spain,Real Oviedo,Midfielder,2018.0,RM/LM,178 cm,70 kg,Right,3
0-69,69,Anderson Lopes,9/15/1993,23,Youngster,Brazil,Sanfrecce Hiroshima,Attacker,2018.0,ST,185 cm,82 kg,Left,3
0-69,69,André Bukia,3/3/1995,22,Youngster,DR Congo,Boavista,Midfielder,2019.0,LM,173 cm,65 kg,Left,2
0-69,69,Óscar Pinchi,1/17/1996,21,Youngster,Spain,RC Deportivo,Attacker,2017.0,LW/ST,173 cm,62 kg,Right,3
0-69,69,Dimitrios Goutas,4/4/1994,22,Youngster,Greece,KV Kortrijk,Defender,2019.0,CB,193 cm,79 kg,Right,3
0-69,69,Gerard Valentín,7/28/1993,23,Youngster,Spain,Gimnàstic,Defender,2019.0,RB/RWB,176 cm,74 kg,Right,3
0-69,69,Waldemar Anton,7/20/1996,20,Youngster,Germany,Hannover 96,Defender,2020.0,CB/RB,189 cm,75 kg,Right,3
0-69,69,Jean Meneses,3/16/1993,24,Youngster,Chile,Uni. Concepción,Attacker,2023.0,RW,163 cm,64 kg,Right,3
0-69,69,Cris Martinez,4/24/1993,23,Youngster,Paraguay,Deportes Temuco,Attacker,2020.0,LW/ST,170 cm,70 kg,Left,3
0-69,69,Charilaos Charisis,1/12/1995,22,Youngster,Greece,PAOK,Midfielder,2019.0,CDM/CM,177 cm,68 kg,Right,3
0-69,69,Jonathan Benítez,9/4/1991,25,Normal,Argentina,Uni. Concepción,Attacker,2023.0,LW/ST,178 cm,77 kg,Left,3
0-69,69,Hicham Faik,3/19/1993,24,Youngster,Netherlands,Excelsior,Midfielder,2018.0,CM/CDM,188 cm,74 kg,Left,3
0-69,69,Christian Rivera,7/9/1997,19,Youngster,Spain,SD Eibar,Midfielder,2019.0,CDM/CM,190 cm,80 kg,Right,3
0-69,69,Víctor Guzmán,2/3/1995,22,Youngster,Mexico,Pachuca,Midfielder,2023.0,CDM/CM,173 cm,72 kg,Right,3
0-69,69,Yohan Boli,11/17/1993,23,Youngster,France,Sint-Truiden,Attacker,2020.0,ST,181 cm,76 kg,Right,3
0-69,69,Edu Machado,4/26/1990,26,Normal,Portugal,Boavista,Defender,2018.0,RB,175 cm,67 kg,Right,2
0-69,69,Nili Perdomo,2/18/1994,23,Youngster,Spain,FC Barcelona,Defender,2017.0,RB/RM,178 cm,65 kg,Right,3
0-69,69,Jason Berthomier,1/6/1990,27,Normal,France,Bourg-Péronnas,Midfielder,2018.0,CM/CAM,175 cm,68 kg,Left,4
0-69,69,Clayton Daniels,7/10/1984,32,Old,South Africa,Free Agents,Defender,2023.0,CB,183 cm,80 kg,Right,2
0-69,69,Tomislav Mrčela,10/1/1990,26,Normal,Australia,Jeonnam Dragons,Defender,2023.0,CB,195 cm,88 kg,Right,3
0-69,69,Aitor Buñuel,2/10/1998,19,Youngster,Spain,CA Osasuna,Defender,2017.0,RWB/RB,173 cm,65 kg,Right,3
0-69,69,Oussama Idrissi,2/26/1996,21,Youngster,Netherlands,FC Groningen,Midfielder,2020.0,RW/LW,180 cm,70 kg,Right,2
0-69,69,Frenkie de Jong,5/12/1997,19,Youngster,Netherlands,Ajax,Midfielder,2019.0,CM,178 cm,68 kg,Right,3
0-69,69,Gerrit Holtmann,3/25/1995,22,Youngster,Germany,1. FSV Mainz 05,Midfielder,2020.0,LM/LW,183 cm,77 kg,Left,3
0-69,69,Raphael Guzzo,1/6/1995,22,Youngster,Portugal,CF Reus Deportiu,Midfielder,2021.0,CM/CAM/RM,177 cm,70 kg,Right,3
0-69,69,David Ivan,2/1/1995,22,Youngster,Slovakia,Bari,Midfielder,2019.0,RM/CM,173 cm,68 kg,Left,2
0-69,69,Cristian Techera,5/31/1992,24,Youngster,Uruguay,Whitecaps FC,Midfielder,2023.0,RM/LM,158 cm,68 kg,Left,4
0-69,69,Brian Oliván,4/1/1994,22,Youngster,Spain,Cádiz C.F.,Defender,2018.0,LB,179 cm,70 kg,Left,3
0-69,69,Alexis Castro,10/18/1994,22,Youngster,Argentina,Tigre,Midfielder,2019.0,CM/LM,176 cm,71 kg,Left,2
0-69,69,Boban Jović,6/25/1991,25,Normal,Slovenia,Bursaspor,Defender,2019.0,RB,178 cm,76 kg,Right,4
0-69,69,Eloge Koffi Yao Guy,1/20/1996,21,Youngster,Ivory Coast,Inter,Defender,2019.0,CB,182 cm,70 kg,Right,3
0-69,69,Isaac Mbenza,3/8/1996,21,Youngster,Belgium,Montpellier HSC,Midfielder,2023.0,RM,187 cm,77 kg,Right,3
0-69,69,Suleiman Abdullahi,12/10/1996,20,Youngster,Nigeria,Braunschweig,Attacker,2020.0,ST,185 cm,86 kg,Right,3
0-69,69,Rodrigo Bentancur,6/5/1997,19,Youngster,Uruguay,Boca Juniors,Midfielder,2018.0,CM,185 cm,73 kg,Right,3
0-69,69,Daniel Álvarez,7/22/1994,22,Youngster,Mexico,Atlas,Midfielder,2023.0,LM/RW,176 cm,70 kg,Right,2
0-69,69,Jerry Ortiz,11/7/1992,24,Youngster,Colombia,Once Caldas,Midfielder,2023.0,RM/CAM,176 cm,74 kg,Right,3
0-69,69,Juan Camilo Roa,11/14/1994,22,Youngster,Colombia,Junior,Midfielder,2023.0,CDM,178 cm,65 kg,Right,3
0-69,69,Carlos Ibargüen,10/7/1995,21,Youngster,Colombia,Indep. Medellín,Attacker,2023.0,ST,180 cm,79 kg,Right,3
0-69,69,Tim Parker,2/23/1993,24,Youngster,United States,Whitecaps FC,Defender,2023.0,CB/RB,188 cm,88 kg,Right,2
0-69,69,Santiago Rosales,3/22/1995,22,Youngster,Argentina,Racing Club,Midfielder,2020.0,LM,180 cm,69 kg,Right,4
0-69,69,Max Christiansen,9/25/1996,20,Youngster,Germany,FC Ingolstadt,Midfielder,2018.0,CDM,188 cm,84 kg,Right,3
0-69,69,Bart Nieuwkoop,3/7/1996,21,Youngster,Netherlands,Feyenoord,Defender,2020.0,RB/CM,181 cm,76 kg,Right,3
0-69,69,Jonathan Galván,6/25/1992,24,Youngster,Argentina,Mar del Plata,Defender,2023.0,CB,177 cm,69 kg,Right,3
0-69,69,Pablo Campodónico,10/17/1977,39,Old,Argentina,Mar del Plata,Goalkeeper,2017.0,GK,184 cm,79 kg,Right,2
0-69,69,Christian,6/14/1989,27,Normal,Brazil,Paços Ferreira,Midfielder,2019.0,CM,183 cm,83 kg,Left,3
